STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,PRODUCT_CATEGORIES,Product categories,UNIT_MEASURE,Unit of measure,MEASURE,Measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_LMP,Lamps,T,Tonnes,COL,Waste collected,2021,,0.91,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_LMP,Lamps,T,Tonnes,GEN,Total waste generated,2019,,0.175,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_LMP,Lamps,T,Tonnes,GEN,Total waste generated,2020,,0.163,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_LMP,Lamps,T,Tonnes,GEN,Total waste generated,2021,,0.152,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_LMP,Lamps,T,Tonnes,GEN,Total waste generated,2022,,0.135,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2019,,1.756337,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2020,,1.970839,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2021,,2.206903,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2022,,2.347777,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SME,Screens and monitors,T,Tonnes,RCY,Recycling,2019,,0.425,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SME,Screens and monitors,T,Tonnes,RCY,Recycling,2020,,0.525,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SME,Screens and monitors,T,Tonnes,RCY,Recycling,2021,,0.18,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SME,Screens and monitors,T,Tonnes,RCY,Recycling,2022,,0.219,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE,Large equipment,T,Tonnes,RCY,Recycling,2019,,33.602,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE,Large equipment,T,Tonnes,RCY,Recycling,2020,,41.471,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE,Large equipment,T,Tonnes,RCY,Recycling,2021,,57.971,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE,Large equipment,T,Tonnes,RCY,Recycling,2022,,72.505,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE_PVP,Photovoltaic panels,KG_PS,Kilogrammes per person,COL,Waste collected,2019,,0.002905526,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE_PVP,Photovoltaic panels,KG_PS,Kilogrammes per person,COL,Waste collected,2020,,0.004953199,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE_PVP,Photovoltaic panels,KG_PS,Kilogrammes per person,COL,Waste collected,2021,,0.03180695,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE_PVP,Photovoltaic panels,KG_PS,Kilogrammes per person,COL,Waste collected,2022,,0.01301173,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE_PVP,Photovoltaic panels,KG_PS,Kilogrammes per person,MKT,Products put on the market,2019,,0.2390967,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE_PVP,Photovoltaic panels,KG_PS,Kilogrammes per person,MKT,Products put on the market,2020,,0.3072852,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE_PVP,Photovoltaic panels,KG_PS,Kilogrammes per person,MKT,Products put on the market,2021,,0.7653666,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE_PVP,Photovoltaic panels,KG_PS,Kilogrammes per person,MKT,Products put on the market,2022,,3.952591,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DEU,Germany,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2019,,7.228351,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DEU,Germany,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2020,,7.634143,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DEU,Germany,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2021,,8.154159,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DEU,Germany,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2022,,8.132248,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DEU,Germany,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2019,,3.109722,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DEU,Germany,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2020,,3.489429,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DEU,Germany,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2021,,3.612851,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DEU,Germany,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2022,,3.24466,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DEU,Germany,A,Annual,EE_SME,Screens and monitors,T,Tonnes,RCY,Recycling,2019,,106.404,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DEU,Germany,A,Annual,EE_SME,Screens and monitors,T,Tonnes,RCY,Recycling,2020,,100.759,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DEU,Germany,A,Annual,EE_SME,Screens and monitors,T,Tonnes,RCY,Recycling,2021,,92.841,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DEU,Germany,A,Annual,EE_SME,Screens and monitors,T,Tonnes,RCY,Recycling,2022,,79.323,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE6,Total,KG_PS,Kilogrammes per person,RCY,Recycling,2019,,10.26922,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE6,Total,KG_PS,Kilogrammes per person,RCY,Recycling,2020,,11.11987,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE6,Total,KG_PS,Kilogrammes per person,RCY,Recycling,2021,,10.12531,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE6,Total,KG_PS,Kilogrammes per person,RCY,Recycling,2022,,9.347818,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE_LEXPVP,Large equipment excluding photovoltaic panels,KG_PS,Kilogrammes per person,COL,Waste collected,2019,,5.506615,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE_LEXPVP,Large equipment excluding photovoltaic panels,KG_PS,Kilogrammes per person,COL,Waste collected,2020,,5.8776,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE_LEXPVP,Large equipment excluding photovoltaic panels,KG_PS,Kilogrammes per person,COL,Waste collected,2021,,5.986131,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE_LEXPVP,Large equipment excluding photovoltaic panels,KG_PS,Kilogrammes per person,COL,Waste collected,2022,,5.61062,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE_LEXPVP,Large equipment excluding photovoltaic panels,KG_PS,Kilogrammes per person,MKT,Products put on the market,2019,,16.80861,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE_LEXPVP,Large equipment excluding photovoltaic panels,KG_PS,Kilogrammes per person,MKT,Products put on the market,2020,,17.54371,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE_LEXPVP,Large equipment excluding photovoltaic panels,KG_PS,Kilogrammes per person,MKT,Products put on the market,2021,,18.38573,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE_LEXPVP,Large equipment excluding photovoltaic panels,KG_PS,Kilogrammes per person,MKT,Products put on the market,2022,,14.88772,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE_SE,Small equipment,T,Tonnes,RCY,Recycling,2019,,15.892,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE_SE,Small equipment,T,Tonnes,RCY,Recycling,2020,,14.545,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE_SE,Small equipment,T,Tonnes,RCY,Recycling,2021,,12.448,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE_SE,Small equipment,T,Tonnes,RCY,Recycling,2022,,9.713,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE_TEE,Temperature exchange equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2019,,2.17303,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE_TEE,Temperature exchange equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2020,,2.58646,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE_TEE,Temperature exchange equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2021,,2.680939,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE_TEE,Temperature exchange equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2022,,2.729006,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE_SITTE,Small IT and telecommunication equipment,T,Tonnes,GEN,Total waste generated,2021,,12.355,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,DNK,Denmark,A,Annual,EE_SITTE,Small IT and telecommunication equipment,T,Tonnes,GEN,Total waste generated,2022,,12.03,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,ESP,Spain,A,Annual,EE_LE,Large equipment,T,Tonnes,COL,Waste collected,2019,,182.028,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,ESP,Spain,A,Annual,EE_LE,Large equipment,T,Tonnes,COL,Waste collected,2020,,204.078,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,ESP,Spain,A,Annual,EE_LE,Large equipment,T,Tonnes,COL,Waste collected,2021,,200.812,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,ESP,Spain,A,Annual,EE_LE,Large equipment,T,Tonnes,COL,Waste collected,2022,,209.837,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,COL,Waste collected,2006,,5.855,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,COL,Waste collected,2007,,6.2,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,COL,Waste collected,2008,,6.163,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,COL,Waste collected,2009,,4.81,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,COL,Waste collected,2010,,5.63,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,COL,Waste collected,2011,,6.615,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,COL,Waste collected,2012,,5.465,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,COL,Waste collected,2013,,4.658,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,COL,Waste collected,2014,,6.057,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,COL,Waste collected,2015,,7.434,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,COL,Waste collected,2016,,8.891,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,COL,Waste collected,2017,,9.172,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,COL,Waste collected,2018,,10.007,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,COL,Waste collected,2019,,11.03,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,COL,Waste collected,2020,,11.999,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,COL,Waste collected,2021,,11.98,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,COL,Waste collected,2022,,10.241,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE_SME,Screens and monitors,KG_PS,Kilogrammes per person,COL,Waste collected,2019,,1.028748,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE_SME,Screens and monitors,KG_PS,Kilogrammes per person,COL,Waste collected,2020,,1.008666,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE_SME,Screens and monitors,KG_PS,Kilogrammes per person,COL,Waste collected,2021,,1.060159,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE_SME,Screens and monitors,KG_PS,Kilogrammes per person,COL,Waste collected,2022,,0.8822396,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE_LE_PVP,Photovoltaic panels,T,Tonnes,COL,Waste collected,2020,,0,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE_LE_PVP,Photovoltaic panels,T,Tonnes,COL,Waste collected,2021,,0.007,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE_LE_PVP,Photovoltaic panels,T,Tonnes,COL,Waste collected,2022,,0.002,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,GEN,Total waste generated,2021,,17.271,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,EST,Estonia,A,Annual,EE6,Total,T,Tonnes,GEN,Total waste generated,2022,,17.889,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,FIN,Finland,A,Annual,EE_LE_PVP,Photovoltaic panels,KG_PS,Kilogrammes per person,COL,Waste collected,2019,,0.003078815,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,FIN,Finland,A,Annual,EE_LE_PVP,Photovoltaic panels,KG_PS,Kilogrammes per person,COL,Waste collected,2020,,0.002351007,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,FIN,Finland,A,Annual,EE_LE_PVP,Photovoltaic panels,KG_PS,Kilogrammes per person,COL,Waste collected,2021,,0.001263305,,A,Normal value,0,Units,2,Two
