STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,PRODUCT_CATEGORIES,Product categories,UNIT_MEASURE,Unit of measure,MEASURE,Measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LE,Large equipment,T,Tonnes,MKT,Products put on the market,2000,,56.1254327,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LE,Large equipment,T,Tonnes,MKT,Products put on the market,2005,,98.46385446,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LE,Large equipment,T,Tonnes,MKT,Products put on the market,2010,,165.6779646,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LE,Large equipment,T,Tonnes,MKT,Products put on the market,2011,,215.502491,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LE,Large equipment,T,Tonnes,MKT,Products put on the market,2012,,241.2286912,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LE,Large equipment,T,Tonnes,MKT,Products put on the market,2013,,220.706152,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LE,Large equipment,T,Tonnes,MKT,Products put on the market,2014,,224.3487963,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LE,Large equipment,T,Tonnes,MKT,Products put on the market,2015,,238.2036683,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LE,Large equipment,T,Tonnes,MKT,Products put on the market,2016,,222.958183,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LE,Large equipment,T,Tonnes,MKT,Products put on the market,2017,,270.9697636,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LE,Large equipment,T,Tonnes,MKT,Products put on the market,2018,,409.9286478,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LE,Large equipment,T,Tonnes,MKT,Products put on the market,2019,,478.7227683,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LE,Large equipment,T,Tonnes,MKT,Products put on the market,2020,,498.0577722,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LE,Large equipment,T,Tonnes,MKT,Products put on the market,2021,,439,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,GEN,Total waste generated,2000,,0.257158,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,GEN,Total waste generated,2005,,0.2856647,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,GEN,Total waste generated,2010,,0.355125,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,GEN,Total waste generated,2011,,0.3762123,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,GEN,Total waste generated,2012,,0.3879397,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,GEN,Total waste generated,2013,,0.3956766,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,GEN,Total waste generated,2014,,0.3940985,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,GEN,Total waste generated,2015,,0.385391,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,GEN,Total waste generated,2016,,0.3686229,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,GEN,Total waste generated,2017,,0.3504058,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,GEN,Total waste generated,2018,,0.3273072,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,GEN,Total waste generated,2019,,0.3006689,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,GEN,Total waste generated,2020,,0.2746803,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,GEN,Total waste generated,2021,,0.2520833,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUS,Australia,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,GEN,Total waste generated,2022,,0.2309563,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUT,Austria,A,Annual,EE_LE,Large equipment,T,Tonnes,COL,Waste collected,2019,,67.934,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUT,Austria,A,Annual,EE_LE,Large equipment,T,Tonnes,COL,Waste collected,2020,,71.405,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUT,Austria,A,Annual,EE_LE,Large equipment,T,Tonnes,COL,Waste collected,2021,,68.484,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,AUT,Austria,A,Annual,EE_LE,Large equipment,T,Tonnes,COL,Waste collected,2022,,62.689,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BEL,Belgium,A,Annual,EE_LE,Large equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2019,,12.65701,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BEL,Belgium,A,Annual,EE_LE,Large equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2020,,13.46318,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BEL,Belgium,A,Annual,EE_LE,Large equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2021,,11.67692,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BEL,Belgium,A,Annual,EE_LE,Large equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2022,,15.56183,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BEL,Belgium,A,Annual,EE_LE,Large equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2019,,5.090201,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BEL,Belgium,A,Annual,EE_LE,Large equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2020,,5.007413,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BEL,Belgium,A,Annual,EE_LE,Large equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2021,,5.535889,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BEL,Belgium,A,Annual,EE_LE,Large equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2022,,5.003098,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BEL,Belgium,A,Annual,EE_LE_PVP,Photovoltaic panels,KG_PS,Kilogrammes per person,RCY,Recycling,2019,,0.0226836,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BEL,Belgium,A,Annual,EE_LE_PVP,Photovoltaic panels,KG_PS,Kilogrammes per person,RCY,Recycling,2020,,0.04197467,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BEL,Belgium,A,Annual,EE_LE_PVP,Photovoltaic panels,KG_PS,Kilogrammes per person,RCY,Recycling,2021,,0.1869707,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BEL,Belgium,A,Annual,EE_LE_PVP,Photovoltaic panels,KG_PS,Kilogrammes per person,RCY,Recycling,2022,,0.1088414,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BEL,Belgium,A,Annual,EE_TEE,Temperature exchange equipment,T,Tonnes,RCY,Recycling,2019,,16.816,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BEL,Belgium,A,Annual,EE_TEE,Temperature exchange equipment,T,Tonnes,RCY,Recycling,2020,,24.021,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BEL,Belgium,A,Annual,EE_TEE,Temperature exchange equipment,T,Tonnes,RCY,Recycling,2021,,18.753,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BEL,Belgium,A,Annual,EE_TEE,Temperature exchange equipment,T,Tonnes,RCY,Recycling,2022,,19.229,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,MKT,Products put on the market,2007,,102.237,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,MKT,Products put on the market,2008,,102.237,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,MKT,Products put on the market,2009,,56.05,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,MKT,Products put on the market,2010,,51.207,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,MKT,Products put on the market,2011,,51.173,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,MKT,Products put on the market,2012,,53.144,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,MKT,Products put on the market,2013,,56.7,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,MKT,Products put on the market,2014,,65.595,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,MKT,Products put on the market,2015,,67.945,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,MKT,Products put on the market,2016,,72.304,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,MKT,Products put on the market,2017,,74.832,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,MKT,Products put on the market,2018,,81.869,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,MKT,Products put on the market,2019,,89.13,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,MKT,Products put on the market,2020,,87.184,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,MKT,Products put on the market,2021,,109.781,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,MKT,Products put on the market,2022,,102.329,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2018,,0.5762247,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2019,,0.6826496,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2020,,0.5651848,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2021,,0.6182261,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2022,,0.6489221,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2018,,0.3927382,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2019,,0.5047478,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2020,,0.4959608,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2021,,0.4976924,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2022,,0.4261421,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_LMP,Lamps,T,Tonnes,RCY,Recycling,2019,,0.722,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_LMP,Lamps,T,Tonnes,RCY,Recycling,2020,,0.623,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_LMP,Lamps,T,Tonnes,RCY,Recycling,2021,,0.56,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_LMP,Lamps,T,Tonnes,RCY,Recycling,2022,,0.589,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,MKT,Products put on the market,2010,,0.6440969,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,MKT,Products put on the market,2011,,0.3652497,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,MKT,Products put on the market,2012,,0.196327,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,MKT,Products put on the market,2013,,0.1891377,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,MKT,Products put on the market,2014,,0.2576739,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,MKT,Products put on the market,2015,,0.2656235,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,MKT,Products put on the market,2016,,0.2292994,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,MKT,Products put on the market,2017,,0.2520163,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,MKT,Products put on the market,2018,,0.2548645,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,MKT,Products put on the market,2019,,0.2507207,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,MKT,Products put on the market,2020,,0.2442647,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,MKT,Products put on the market,2021,,0.2424022,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,MKT,Products put on the market,2022,,0.2279006,,A,Normal value,0,Units,2,Two
